latitude,longitude,elevation (ft),velocity (mph),distance (miles),date,time,elapsed_time (seconds)
30.26683166666667,-97.78432,426.5092,49.67008412679342,17.991772271469266,2015-02-11,15:00:13,2289.0
30.2669,-97.784525,426.5092,47.20627656891966,18.004885126071745,2015-02-11,15:00:14,2290.0
30.266896666666668,-97.7848,436.35172,59.08406591823565,18.02129736660459,2015-02-11,15:00:15,2291.0
30.26697,-97.78498166666667,442.9134,43.07971136430422,18.033263953094675,2015-02-11,15:00:16,2292.0
30.267075,-97.785155,442.9134,45.48315735186898,18.045898163470195,2015-02-11,15:00:17,2293.0
30.26715,-97.78535666666667,449.47508,47.169708467754894,18.059000860266792,2015-02-11,15:00:18,2294.0
30.26727,-97.785525,452.75592,46.8900817876614,18.07202588298559,2015-02-11,15:00:19,2295.0
30.26736,-97.785705,452.75592,44.68168884969622,18.084437463221615,2015-02-11,15:00:20,2296.0
30.26753,-97.78584166666667,456.03676,51.47850731285214,18.098737048586298,2015-02-11,15:00:21,2297.0
30.26766,-97.78596166666667,456.03676,41.35425280469822,18.110224341032048,2015-02-11,15:00:22,2298.0
30.26783,-97.786055,456.03676,46.798061048467815,18.1232238024344,2015-02-11,15:00:23,2299.0
30.26800666666667,-97.78608,452.75592,44.270336876239384,18.135521118233356,2015-02-11,15:00:24,2300.0
30.268225,-97.786085,452.75592,54.31797430559508,18.150609444429353,2015-02-11,15:00:25,2301.0
30.268493333333332,-97.786065,452.75592,66.8822990494569,18.16918786083198,2015-02-11,15:00:26,2302.0
30.268685,-97.78610333333333,449.47508,48.38040062091348,18.182626861004454,2015-02-11,15:00:27,2303.0
30.26887,-97.78617,452.75592,48.19334222614095,18.196013900511716,2015-02-11,15:00:28,2304.0
30.269085,-97.78614166666667,452.75592,53.823503803544575,18.210964873790477,2015-02-11,15:00:29,2305.0
30.269285,-97.78614166666667,452.75592,49.74719336221028,18.224783538613313,2015-02-11,15:00:30,2306.0
30.269495,-97.78613666666666,456.03676,52.24559569699794,18.239296204084702,2015-02-11,15:00:31,2307.0
30.269701666666666,-97.786135,456.03676,51.40668000429129,18.253575837419227,2015-02-11,15:00:32,2308.0
30.26991,-97.78614,452.75592,51.831123981416795,18.26797337185851,2015-02-11,15:00:33,2309.0
30.27013,-97.786225,459.31759999999997,57.68807667286807,18.283997837600975,2015-02-11,15:00:34,2310.0
30.270325,-97.78628166666667,456.03676,50.00779675206014,18.297888892254324,2015-02-11,15:00:35,2311.0
30.27053,-97.786345,459.31759999999997,52.77476995233451,18.312548550574416,2015-02-11,15:00:36,2312.0
30.27074,-97.78649833333333,456.03676,61.75312941732756,18.329702197634784,2015-02-11,15:00:37,2313.0
30.271045,-97.786715,459.31759999999997,44.50229777386992,18.354425696398046,2015-02-11,15:00:39,2315.0
30.271181666666667,-97.78688666666666,456.03676,50.15517046449949,18.36835768819374,2015-02-11,15:00:40,2316.0
30.27128666666667,-97.78707666666666,456.03676,48.456676530869466,18.38181787611898,2015-02-11,15:00:41,2317.0
30.27142,-97.78733166666666,456.03676,64.03639820353845,18.399605764508852,2015-02-11,15:00:42,2318.0
30.271445,-97.78756,452.75592,49.44318129581835,18.41333998153547,2015-02-11,15:00:43,2319.0
30.271486666666668,-97.78772666666667,452.75592,37.27319580730892,18.4236936470375,2015-02-11,15:00:44,2320.0
30.2715,-97.78791,456.03676,39.52304826791395,18.434672271556366,2015-02-11,15:00:45,2321.0
30.271545,-97.78804666666667,459.31759999999997,31.42005914561767,18.44340006576348,2015-02-11,15:00:46,2322.0
30.2715,-97.788145,462.59844,23.90621985395557,18.45004068238958,2015-02-11,15:00:47,2323.0
30.271445,-97.78815,462.59844,1.9603684249917877,18.45385250988262,2015-02-11,15:00:54,2330.0
30.271381666666667,-97.78815166666666,459.31759999999997,2.2510494266174534,18.458229550434375,2015-02-11,15:01:01,2337.0
30.271376666666665,-97.78815,459.31759999999997,0.18488427834553361,18.45858904764227,2015-02-11,15:01:08,2344.0
30.271345,-97.788285,459.31759999999997,0.8838633289401616,18.466936645748927,2015-02-11,15:01:42,2378.0
30.271405,-97.78869,469.16012,88.27292785128377,18.491456903485396,2015-02-11,15:01:43,2379.0
30.271315,-97.78904,469.16012,78.44896864191651,18.513248283663707,2015-02-11,15:01:44,2380.0
30.271325,-97.78937666666667,469.16012,72.36560078963419,18.533349839438603,2015-02-11,15:01:45,2381.0
30.27129,-97.78968666666667,459.31759999999997,67.1609406568701,18.552005656287733,2015-02-11,15:01:46,2382.0
30.271206666666668,-97.78998166666666,456.03676,66.67582256620558,18.57052671811168,2015-02-11,15:01:47,2383.0
30.27114,-97.790305,446.19424,71.41066578041074,18.590363014161795,2015-02-11,15:01:48,2384.0
30.27112,-97.790585,439.63256,60.35517304568436,18.60712834000782,2015-02-11,15:01:49,2385.0
30.27109,-97.79086666666667,429.79004,60.96624620157771,18.624063408397145,2015-02-11,15:01:50,2386.0
30.271075,-97.79114166666666,426.5092,59.193433417568144,18.640506028790913,2015-02-11,15:01:51,2387.0
